exp,wks,occ,ind,south,smsa,ms,fem,union,ed,blk,lwage,id,t,tdum1,tdum2,tdum3,tdum4,tdum5,tdum6,tdum7,exp2
24.0,50.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,12.0,1.0,6.31173,273.0,1.0,1,0,0,0,0,0,0,576.0
25.0,40.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,12.0,1.0,6.54535,273.0,2.0,0,1,0,0,0,0,0,625.0
26.0,50.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,12.0,1.0,6.56386,273.0,3.0,0,0,1,0,0,0,0,676.0
27.0,47.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,12.0,1.0,6.632,273.0,4.0,0,0,0,1,0,0,0,729.0
28.0,48.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,12.0,1.0,6.80239,273.0,5.0,0,0,0,0,1,0,0,784.0
29.0,48.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,12.0,1.0,6.84162,273.0,6.0,0,0,0,0,0,1,0,841.0
30.0,46.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,12.0,1.0,6.8977,273.0,7.0,0,0,0,0,0,0,1,900.0
14.0,49.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,17.0,0.0,6.64249,274.0,1.0,1,0,0,0,0,0,0,196.0
15.0,48.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,17.0,0.0,6.75344,274.0,2.0,0,1,0,0,0,0,0,225.0
16.0,49.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,17.0,0.0,6.81783,274.0,3.0,0,0,1,0,0,0,0,256.0
17.0,48.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,17.0,0.0,6.91473,274.0,4.0,0,0,0,1,0,0,0,289.0
18.0,49.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,17.0,0.0,6.95655,274.0,5.0,0,0,0,0,1,0,0,324.0
19.0,48.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,17.0,0.0,7.01571,274.0,6.0,0,0,0,0,0,1,0,361.0
20.0,48.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,17.0,0.0,7.09423,274.0,7.0,0,0,0,0,0,0,1,400.0
1.0,30.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,17.0,0.0,6.21461,275.0,1.0,1,0,0,0,0,0,0,1.0
2.0,50.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,17.0,0.0,6.17379,275.0,2.0,0,1,0,0,0,0,0,4.0
3.0,50.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,17.0,0.0,6.35437,275.0,3.0,0,0,1,0,0,0,0,9.0
4.0,50.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,17.0,0.0,6.55108,275.0,4.0,0,0,0,1,0,0,0,16.0
5.0,50.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,17.0,0.0,6.45362,275.0,5.0,0,0,0,0,1,0,0,25.0
6.0,50.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,17.0,0.0,6.21461,275.0,6.0,0,0,0,0,0,1,0,36.0
7.0,49.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,17.0,0.0,7.82405,275.0,7.0,0,0,0,0,0,0,1,49.0
4.0,51.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,12.0,0.0,6.55251,276.0,1.0,1,0,0,0,0,0,0,16.0
5.0,52.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,12.0,0.0,6.62007,276.0,2.0,0,1,0,0,0,0,0,25.0
6.0,51.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,12.0,0.0,6.68461,276.0,3.0,0,0,1,0,0,0,0,36.0
7.0,43.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,12.0,0.0,6.72383,276.0,4.0,0,0,0,1,0,0,0,49.0
8.0,50.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,12.0,0.0,6.82437,276.0,5.0,0,0,0,0,1,0,0,64.0
9.0,48.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,12.0,0.0,6.95655,276.0,6.0,0,0,0,0,0,1,0,81.0
10.0,49.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,12.0,0.0,7.00307,276.0,7.0,0,0,0,0,0,0,1,100.0
33.0,47.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,8.0,0.0,6.42162,277.0,1.0,1,0,0,0,0,0,0,1089.0
34.0,48.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,8.0,0.0,6.4892,277.0,2.0,0,1,0,0,0,0,0,1156.0
35.0,46.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,8.0,0.0,6.72022,277.0,3.0,0,0,1,0,0,0,0,1225.0
36.0,47.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,8.0,0.0,6.76964,277.0,4.0,0,0,0,1,0,0,0,1296.0
37.0,47.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,8.0,0.0,6.80239,277.0,5.0,0,0,0,0,1,0,0,1369.0
38.0,47.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,8.0,0.0,6.8773,277.0,6.0,0,0,0,0,0,1,0,1444.0
39.0,47.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,8.0,0.0,6.99577,277.0,7.0,0,0,0,0,0,0,1,1521.0
7.0,51.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,15.0,0.0,6.90575,278.0,1.0,1,0,0,0,0,0,0,49.0
8.0,49.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,15.0,0.0,6.90575,278.0,2.0,0,1,0,0,0,0,0,64.0
9.0,49.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,0.0,7.17012,278.0,3.0,0,0,1,0,0,0,0,81.0
10.0,49.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,0.0,7.28276,278.0,4.0,0,0,0,1,0,0,0,100.0
11.0,48.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,0.0,7.36201,278.0,5.0,0,0,0,0,1,0,0,121.0
12.0,50.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,0.0,7.33498,278.0,6.0,0,0,0,0,0,1,0,144.0
13.0,48.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,15.0,0.0,7.47534,278.0,7.0,0,0,0,0,0,0,1,169.0
15.0,50.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,12.0,0.0,6.57368,279.0,1.0,1,0,0,0,0,0,0,225.0
16.0,48.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,12.0,0.0,6.6796,279.0,2.0,0,1,0,0,0,0,0,256.0
17.0,49.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,12.0,0.0,6.85857,279.0,3.0,0,0,1,0,0,0,0,289.0
18.0,49.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,12.0,0.0,6.84268,279.0,4.0,0,0,0,1,0,0,0,324.0
19.0,49.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,12.0,0.0,6.96791,279.0,5.0,0,0,0,0,1,0,0,361.0
20.0,49.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,12.0,0.0,7.1309,279.0,6.0,0,0,0,0,0,1,0,400.0
21.0,49.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,12.0,0.0,7.18992,279.0,7.0,0,0,0,0,0,0,1,441.0
29.0,52.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,13.0,0.0,6.05209,280.0,1.0,1,0,0,0,0,0,0,841.0
30.0,46.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,13.0,0.0,6.05209,280.0,2.0,0,1,0,0,0,0,0,900.0
31.0,51.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,13.0,0.0,6.10925,280.0,3.0,0,0,1,0,0,0,0,961.0
32.0,49.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,13.0,0.0,6.21461,280.0,4.0,0,0,0,1,0,0,0,1024.0
33.0,48.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,13.0,0.0,6.2634,280.0,5.0,0,0,0,0,1,0,0,1089.0
34.0,47.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,13.0,0.0,6.2634,280.0,6.0,0,0,0,0,0,1,0,1156.0
35.0,50.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,13.0,0.0,6.30992,280.0,7.0,0,0,0,0,0,0,1,1225.0
5.0,36.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,12.0,0.0,6.53088,281.0,1.0,1,0,0,0,0,0,0,25.0
6.0,50.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,12.0,0.0,6.55962,281.0,2.0,0,1,0,0,0,0,0,36.0
7.0,49.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,12.0,0.0,6.58064,281.0,3.0,0,0,1,0,0,0,0,49.0
8.0,50.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,12.0,0.0,6.72383,281.0,4.0,0,0,0,1,0,0,0,64.0
9.0,50.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,12.0,0.0,6.87626,281.0,5.0,0,0,0,0,1,0,0,81.0
10.0,50.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,12.0,0.0,6.97541,281.0,6.0,0,0,0,0,0,1,0,100.0
11.0,49.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,12.0,0.0,7.00307,281.0,7.0,0,0,0,0,0,0,1,121.0
18.0,48.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,17.0,0.0,6.74524,282.0,1.0,1,0,0,0,0,0,0,324.0
19.0,48.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,17.0,0.0,6.74524,282.0,2.0,0,1,0,0,0,0,0,361.0
20.0,49.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,17.0,0.0,6.81344,282.0,3.0,0,0,1,0,0,0,0,400.0
21.0,49.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,17.0,0.0,6.85118,282.0,4.0,0,0,0,1,0,0,0,441.0
22.0,48.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,17.0,0.0,7.02554,282.0,5.0,0,0,0,0,1,0,0,484.0
23.0,45.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,17.0,0.0,7.09008,282.0,6.0,0,0,0,0,0,1,0,529.0
24.0,48.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,17.0,0.0,7.27932,282.0,7.0,0,0,0,0,0,0,1,576.0
44.0,50.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,9.0,0.0,6.90575,283.0,1.0,1,0,0,0,0,0,0,1936.0
45.0,51.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,9.0,0.0,6.21461,283.0,2.0,0,1,0,0,0,0,0,2025.0
46.0,50.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,9.0,0.0,7.1309,283.0,3.0,0,0,1,0,0,0,0,2116.0
47.0,50.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,9.0,0.0,6.90776,283.0,4.0,0,0,0,1,0,0,0,2209.0
48.0,50.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,9.0,0.0,7.31322,283.0,5.0,0,0,0,0,1,0,0,2304.0
49.0,49.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,9.0,0.0,7.46737,283.0,6.0,0,0,0,0,0,1,0,2401.0
50.0,49.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,9.0,0.0,7.31322,283.0,7.0,0,0,0,0,0,0,1,2500.0
29.0,49.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,12.0,0.0,6.44413,284.0,1.0,1,0,0,0,0,0,0,841.0
30.0,46.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,12.0,0.0,6.45362,284.0,2.0,0,1,0,0,0,0,0,900.0
31.0,49.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,12.0,0.0,6.52062,284.0,3.0,0,0,1,0,0,0,0,961.0
32.0,48.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,12.0,0.0,6.72743,284.0,4.0,0,0,0,1,0,0,0,1024.0
33.0,49.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,12.0,0.0,6.59167,284.0,5.0,0,0,0,0,1,0,0,1089.0
34.0,49.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,12.0,0.0,6.73815,284.0,6.0,0,0,0,0,0,1,0,1156.0
35.0,48.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,12.0,0.0,6.77422,284.0,7.0,0,0,0,0,0,0,1,1225.0
5.0,49.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,12.0,0.0,6.48311,285.0,1.0,1,0,0,0,0,0,0,25.0
6.0,47.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,12.0,0.0,6.53233,285.0,2.0,0,1,0,0,0,0,0,36.0
7.0,49.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,12.0,0.0,6.75227,285.0,3.0,0,0,1,0,0,0,0,49.0
8.0,49.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,12.0,0.0,6.80017,285.0,4.0,0,0,0,1,0,0,0,64.0
9.0,48.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,12.0,0.0,6.75926,285.0,5.0,0,0,0,0,1,0,0,81.0
10.0,48.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,12.0,0.0,6.96885,285.0,6.0,0,0,0,0,0,1,0,100.0
11.0,48.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,12.0,0.0,6.90975,285.0,7.0,0,0,0,0,0,0,1,121.0
11.0,47.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,10.0,0.0,5.99146,286.0,1.0,1,0,0,0,0,0,0,121.0
12.0,48.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,10.0,0.0,6.38012,286.0,2.0,0,1,0,0,0,0,0,144.0
13.0,48.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,10.0,0.0,6.56526,286.0,3.0,0,0,1,0,0,0,0,169.0
14.0,49.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,10.0,0.0,6.7334,286.0,4.0,0,0,0,1,0,0,0,196.0
15.0,48.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,6.74524,286.0,5.0,0,0,0,0,1,0,0,225.0
16.0,48.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,10.0,0.0,6.84588,286.0,6.0,0,0,0,0,0,1,0,256.0
17.0,46.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,10.0,0.0,6.74524,286.0,7.0,0,0,0,0,0,0,1,289.0
15.0,41.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,10.0,0.0,6.50429,287.0,1.0,1,0,0,0,0,0,0,225.0
16.0,42.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,10.0,0.0,6.47389,287.0,2.0,0,1,0,0,0,0,0,256.0
17.0,47.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,10.0,0.0,6.56386,287.0,3.0,0,0,1,0,0,0,0,289.0
18.0,47.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,10.0,0.0,6.7511,287.0,4.0,0,0,0,1,0,0,0,324.0
19.0,48.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,10.0,0.0,6.88755,287.0,5.0,0,0,0,0,1,0,0,361.0
20.0,38.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,10.0,0.0,6.99485,287.0,6.0,0,0,0,0,0,1,0,400.0
21.0,40.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,10.0,0.0,7.08423,287.0,7.0,0,0,0,0,0,0,1,441.0
13.0,49.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,12.0,0.0,6.86485,288.0,1.0,1,0,0,0,0,0,0,169.0
14.0,49.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,12.0,0.0,6.90575,288.0,2.0,0,1,0,0,0,0,0,196.0
15.0,49.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,12.0,0.0,7.02554,288.0,3.0,0,0,1,0,0,0,0,225.0
16.0,49.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,12.0,0.0,7.1507,288.0,4.0,0,0,0,1,0,0,0,256.0
17.0,49.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,12.0,0.0,7.24423,288.0,5.0,0,0,0,0,1,0,0,289.0
18.0,47.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,12.0,0.0,6.9594,288.0,6.0,0,0,0,0,0,1,0,324.0
19.0,46.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,12.0,0.0,7.44132,288.0,7.0,0,0,0,0,0,0,1,361.0
28.0,50.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,16.0,0.0,6.90575,289.0,1.0,1,0,0,0,0,0,0,784.0
29.0,50.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,16.0,0.0,6.90575,289.0,2.0,0,1,0,0,0,0,0,841.0
30.0,49.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,16.0,0.0,7.46737,289.0,3.0,0,0,1,0,0,0,0,900.0
31.0,49.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,16.0,0.0,7.69621,289.0,4.0,0,0,0,1,0,0,0,961.0
32.0,49.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,16.0,0.0,7.6009,289.0,5.0,0,0,0,0,1,0,0,1024.0
33.0,49.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,16.0,0.0,7.91936,289.0,6.0,0,0,0,0,0,1,0,1089.0
34.0,48.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,16.0,0.0,7.91936,289.0,7.0,0,0,0,0,0,0,1,1156.0
4.0,50.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,13.0,0.0,6.28786,290.0,1.0,1,0,0,0,0,0,0,16.0
5.0,49.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,13.0,0.0,6.20456,290.0,2.0,0,1,0,0,0,0,0,25.0
6.0,51.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,13.0,0.0,6.24417,290.0,3.0,0,0,1,0,0,0,0,36.0
7.0,50.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,13.0,0.0,6.32794,290.0,4.0,0,0,0,1,0,0,0,49.0
8.0,50.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,13.0,0.0,6.53669,290.0,5.0,0,0,0,0,1,0,0,64.0
9.0,49.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,13.0,0.0,6.55108,290.0,6.0,0,0,0,0,0,1,0,81.0
10.0,49.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,13.0,0.0,6.62007,290.0,7.0,0,0,0,0,0,0,1,100.0
36.0,49.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,6.80239,291.0,1.0,1,0,0,0,0,0,0,1296.0
37.0,46.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,6.82979,291.0,2.0,0,1,0,0,0,0,0,1369.0
38.0,50.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,6.98472,291.0,3.0,0,0,1,0,0,0,0,1444.0
39.0,49.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,7.00307,291.0,4.0,0,0,0,1,0,0,0,1521.0
40.0,48.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,6.70808,291.0,5.0,0,0,0,0,1,0,0,1600.0
41.0,47.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,6.9613,291.0,6.0,0,0,0,0,0,1,0,1681.0
42.0,47.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,6.96035,291.0,7.0,0,0,0,0,0,0,1,1764.0
27.0,48.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,6.61607,292.0,1.0,1,0,0,0,0,0,0,729.0
28.0,48.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,6.57647,292.0,2.0,0,1,0,0,0,0,0,784.0
29.0,47.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,6.68461,292.0,3.0,0,0,1,0,0,0,0,841.0
30.0,47.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,6.74288,292.0,4.0,0,0,0,1,0,0,0,900.0
31.0,48.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,7.03615,292.0,5.0,0,0,0,0,1,0,0,961.0
32.0,47.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,7.02465,292.0,6.0,0,0,0,0,0,1,0,1024.0
33.0,48.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,7.22621,292.0,7.0,0,0,0,0,0,0,1,1089.0
10.0,30.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,12.0,0.0,6.06611,293.0,1.0,1,0,0,0,0,0,0,100.0
11.0,50.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,12.0,0.0,6.18826,293.0,2.0,0,1,0,0,0,0,0,121.0
12.0,50.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,12.0,0.0,6.31173,293.0,3.0,0,0,1,0,0,0,0,144.0
13.0,50.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,12.0,0.0,6.55678,293.0,4.0,0,0,0,1,0,0,0,169.0
14.0,50.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,12.0,0.0,6.55393,293.0,5.0,0,0,0,0,1,0,0,196.0
15.0,50.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,12.0,0.0,6.75227,293.0,6.0,0,0,0,0,0,1,0,225.0
16.0,50.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,12.0,0.0,6.92166,293.0,7.0,0,0,0,0,0,0,1,256.0
16.0,49.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,12.0,0.0,6.19644,294.0,1.0,1,0,0,0,0,0,0,256.0
17.0,48.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,12.0,0.0,6.2653,294.0,2.0,0,1,0,0,0,0,0,289.0
18.0,41.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,12.0,0.0,6.36475,294.0,3.0,0,0,1,0,0,0,0,324.0
19.0,49.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,12.0,0.0,6.43935,294.0,4.0,0,0,0,1,0,0,0,361.0
20.0,47.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,12.0,0.0,6.54391,294.0,5.0,0,0,0,0,1,0,0,400.0
21.0,48.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,12.0,0.0,6.61473,294.0,6.0,0,0,0,0,0,1,0,441.0
22.0,47.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,12.0,0.0,6.71659,294.0,7.0,0,0,0,0,0,0,1,484.0
22.0,48.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,12.0,0.0,6.33328,295.0,1.0,1,0,0,0,0,0,0,484.0
23.0,48.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,12.0,0.0,6.61473,295.0,2.0,0,1,0,0,0,0,0,529.0
24.0,48.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,12.0,0.0,6.73459,295.0,3.0,0,0,1,0,0,0,0,576.0
25.0,46.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,12.0,0.0,6.77422,295.0,4.0,0,0,0,1,0,0,0,625.0
26.0,47.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,12.0,0.0,6.86485,295.0,5.0,0,0,0,0,1,0,0,676.0
27.0,47.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,12.0,0.0,6.97073,295.0,6.0,0,0,0,0,0,1,0,729.0
28.0,47.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,12.0,0.0,7.04752,295.0,7.0,0,0,0,0,0,0,1,784.0
30.0,50.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,0.0,6.44572,296.0,1.0,1,0,0,0,0,0,0,900.0
31.0,47.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,6.33328,296.0,2.0,0,1,0,0,0,0,0,961.0
32.0,48.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,8.0,0.0,6.39693,296.0,3.0,0,0,1,0,0,0,0,1024.0
33.0,48.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,8.0,0.0,6.48158,296.0,4.0,0,0,0,1,0,0,0,1089.0
34.0,39.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,8.0,0.0,6.59167,296.0,5.0,0,0,0,0,1,0,0,1156.0
35.0,50.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,8.0,0.0,6.59304,296.0,6.0,0,0,0,0,0,1,0,1225.0
36.0,50.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,8.0,0.0,6.77878,296.0,7.0,0,0,0,0,0,0,1,1296.0
12.0,49.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,12.0,0.0,6.42972,297.0,1.0,1,0,0,0,0,0,0,144.0
13.0,48.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,12.0,0.0,6.43133,297.0,2.0,0,1,0,0,0,0,0,169.0
14.0,34.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,12.0,0.0,6.59441,297.0,3.0,0,0,1,0,0,0,0,196.0
15.0,47.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,12.0,0.0,6.71174,297.0,4.0,0,0,0,1,0,0,0,225.0
16.0,48.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,12.0,0.0,6.74524,297.0,5.0,0,0,0,0,1,0,0,256.0
17.0,47.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,12.0,0.0,6.8773,297.0,6.0,0,0,0,0,0,1,0,289.0
18.0,48.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,12.0,0.0,6.80239,297.0,7.0,0,0,0,0,0,0,1,324.0
11.0,50.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,12.0,1.0,6.49224,298.0,1.0,1,0,0,0,0,0,0,121.0
12.0,50.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,12.0,1.0,6.21461,298.0,2.0,0,1,0,0,0,0,0,144.0
13.0,50.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,12.0,1.0,6.72743,298.0,3.0,0,0,1,0,0,0,0,169.0
14.0,49.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,12.0,1.0,6.66568,298.0,4.0,0,0,0,1,0,0,0,196.0
15.0,48.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,12.0,1.0,6.30992,298.0,5.0,0,0,0,0,1,0,0,225.0
16.0,50.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,12.0,1.0,6.21461,298.0,6.0,0,0,0,0,0,1,0,256.0
17.0,50.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,12.0,1.0,6.21461,298.0,7.0,0,0,0,0,0,0,1,289.0
35.0,49.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,16.0,0.0,6.30992,299.0,1.0,1,0,0,0,0,0,0,1225.0
36.0,50.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,16.0,0.0,6.30992,299.0,2.0,0,1,0,0,0,0,0,1296.0
37.0,49.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,16.0,0.0,6.30992,299.0,3.0,0,0,1,0,0,0,0,1369.0
